t,u,v,w,VT,phi,theta,psi,XE,YE,ZE,elevR,elevL,flapR,flapL,canard,rudder,alpha,beta
1.700,932.510,84.940,83.737,940.107,1.033,0.024,0.017,1595.710,-18.477,-20116.550,0.000,0.020,-0.401,-0.320,0.334,0.385,0.057,0.090
1.710,932.510,85.153,83.869,940.138,1.030,0.024,0.017,1605.064,-18.602,-20117.488,0.000,0.020,-0.401,-0.319,0.334,0.385,0.057,0.091
1.720,932.510,85.362,83.998,940.168,1.027,0.024,0.017,1614.417,-18.721,-20118.426,0.000,0.020,-0.401,-0.319,0.334,0.385,0.057,0.091
1.730,932.510,85.567,84.124,940.198,1.025,0.024,0.017,1623.772,-18.834,-20119.366,0.000,0.020,-0.401,-0.319,0.334,0.385,0.058,0.091
1.740,932.510,85.768,84.247,940.228,1.022,0.025,0.017,1633.126,-18.943,-20120.306,0.000,0.020,-0.401,-0.319,0.334,0.386,0.058,0.091
1.750,932.510,85.965,84.367,940.256,1.019,0.025,0.018,1642.481,-19.045,-20121.247,0.000,0.020,-0.401,-0.319,0.334,0.386,0.058,0.092
1.760,932.510,86.159,84.484,940.285,1.016,0.025,0.018,1651.836,-19.143,-20122.188,0.000,0.020,-0.401,-0.319,0.334,0.386,0.058,0.092
1.770,932.510,86.348,84.598,940.312,1.013,0.026,0.018,1661.192,-19.234,-20123.130,0.000,0.020,-0.401,-0.319,0.333,0.386,0.058,0.092
1.780,932.510,86.534,84.709,940.339,1.010,0.026,0.018,1670.547,-19.320,-20124.072,0.000,0.021,-0.401,-0.319,0.333,0.387,0.058,0.092
1.790,932.510,86.716,84.817,940.366,1.006,0.026,0.018,1679.903,-19.399,-20125.015,0.000,0.021,-0.401,-0.318,0.333,0.387,0.058,0.092
1.800,932.510,86.895,84.922,940.392,1.003,0.026,0.019,1689.259,-19.473,-20125.958,0.000,0.021,-0.401,-0.318,0.333,0.387,0.058,0.093
1.810,932.510,87.070,85.024,940.417,1.000,0.027,0.019,1698.616,-19.541,-20126.902,0.000,0.021,-0.401,-0.318,0.333,0.387,0.059,0.093
1.820,932.509,87.241,85.123,940.442,0.996,0.027,0.019,1707.972,-19.603,-20127.846,0.000,0.021,-0.401,-0.318,0.333,0.387,0.059,0.093
1.830,932.509,87.409,85.219,940.466,0.993,0.027,0.019,1717.329,-19.658,-20128.791,0.000,0.021,-0.401,-0.318,0.333,0.388,0.059,0.093
1.840,932.509,87.573,85.313,940.490,0.990,0.027,0.020,1726.687,-19.707,-20129.736,0.000,0.021,-0.401,-0.318,0.333,0.388,0.059,0.093
1.850,932.509,87.734,85.403,940.513,0.986,0.028,0.020,1736.044,-19.750,-20130.681,0.000,0.021,-0.401,-0.318,0.332,0.388,0.059,0.093
1.860,932.509,87.891,85.491,940.536,0.982,0.028,0.020,1745.402,-19.787,-20131.627,0.000,0.021,-0.401,-0.317,0.332,0.388,0.059,0.094
1.870,932.509,88.045,85.576,940.558,0.979,0.028,0.020,1754.759,-19.817,-20132.572,0.000,0.021,-0.401,-0.317,0.332,0.389,0.059,0.094
1.880,932.509,88.196,85.658,940.579,0.975,0.028,0.020,1764.118,-19.841,-20133.518,0.000,0.022,-0.401,-0.317,0.332,0.389,0.059,0.094
1.890,932.509,88.343,85.737,940.600,0.971,0.029,0.021,1773.476,-19.858,-20134.464,0.000,0.022,-0.401,-0.317,0.332,0.389,0.059,0.094
1.900,932.509,88.487,85.814,940.621,0.968,0.029,0.021,1782.834,-19.868,-20135.411,0.000,0.022,-0.401,-0.317,0.332,0.389,0.059,0.094
1.910,932.509,88.628,85.888,940.641,0.964,0.029,0.021,1792.193,-19.872,-20136.357,0.000,0.022,-0.401,-0.317,0.332,0.389,0.059,0.094
1.920,932.509,88.766,85.959,940.660,0.960,0.029,0.021,1801.552,-19.869,-20137.303,0.000,0.022,-0.401,-0.316,0.332,0.390,0.060,0.095
1.930,932.509,88.900,86.027,940.679,0.956,0.030,0.021,1810.911,-19.859,-20138.250,0.000,0.022,-0.401,-0.316,0.332,0.390,0.060,0.095
1.940,932.509,89.032,86.093,940.698,0.952,0.030,0.022,1820.270,-19.842,-20139.196,0.000,0.022,-0.401,-0.316,0.331,0.390,0.060,0.095
1.950,932.509,89.161,86.156,940.716,0.948,0.030,0.022,1829.630,-19.819,-20140.142,0.000,0.022,-0.401,-0.316,0.331,0.390,0.060,0.095
1.960,932.509,89.286,86.217,940.733,0.944,0.030,0.022,1838.989,-19.789,-20141.088,0.000,0.022,-0.401,-0.316,0.331,0.390,0.060,0.095
1.970,932.509,89.409,86.275,940.750,0.940,0.030,0.022,1848.349,-19.751,-20142.034,0.000,0.023,-0.401,-0.316,0.331,0.391,0.060,0.095
1.980,932.509,89.529,86.330,940.767,0.936,0.031,0.022,1857.709,-19.707,-20142.980,0.000,0.023,-0.401,-0.316,0.331,0.391,0.060,0.095
1.990,932.509,89.646,86.383,940.783,0.932,0.031,0.022,1867.069,-19.655,-20143.926,0.000,0.023,-0.401,-0.315,0.331,0.391,0.060,0.095
2.000,932.509,89.760,86.433,940.798,0.928,0.031,0.023,1876.429,-19.597,-20144.871,0.000,0.023,-0.401,-0.315,0.331,0.391,0.060,0.096
2.010,932.509,89.871,86.481,940.813,0.924,0.031,0.023,1885.789,-19.531,-20145.816,0.000,0.023,-0.401,-0.315,0.331,0.391,0.060,0.096
2.020,932.509,89.979,86.526,940.828,0.919,0.032,0.023,1895.150,-19.459,-20146.760,0.000,0.023,-0.401,-0.315,0.331,0.391,0.060,0.096
2.030,932.509,90.085,86.569,940.842,0.915,0.032,0.023,1904.510,-19.379,-20147.705,0.000,0.023,-0.401,-0.315,0.331,0.392,0.060,0.096
2.040,932.509,90.189,86.609,940.855,0.911,0.032,0.023,1913.871,-19.291,-20148.648,0.000,0.023,-0.401,-0.315,0.331,0.392,0.060,0.096
2.050,932.509,90.289,86.647,940.868,0.907,0.032,0.024,1923.232,-19.197,-20149.592,0.000,0.023,-0.401,-0.314,0.330,0.392,0.060,0.096
2.060,932.509,90.387,86.683,940.881,0.902,0.033,0.024,1932.593,-19.095,-20150.535,0.000,0.024,-0.401,-0.314,0.330,0.392,0.060,0.096
2.070,932.509,90.483,86.716,940.893,0.898,0.033,0.024,1941.954,-18.986,-20151.477,0.000,0.024,-0.401,-0.314,0.330,0.392,0.060,0.096
2.080,932.509,90.576,86.747,940.905,0.894,0.033,0.024,1951.315,-18.870,-20152.418,0.000,0.024,-0.401,-0.314,0.330,0.393,0.060,0.096
2.090,932.509,90.666,86.776,940.917,0.889,0.033,0.024,1960.676,-18.747,-20153.359,0.000,0.024,-0.401,-0.314,0.330,0.393,0.060,0.097
2.100,932.509,90.755,86.802,940.927,0.885,0.033,0.024,1970.037,-18.616,-20154.300,0.000,0.024,-0.401,-0.314,0.330,0.393,0.060,0.097
2.110,932.509,90.840,86.826,940.938,0.881,0.034,0.025,1979.399,-18.477,-20155.239,0.000,0.024,-0.401,-0.314,0.330,0.393,0.060,0.097
2.120,932.509,90.924,86.848,940.948,0.876,0.034,0.025,1988.760,-18.332,-20156.178,0.000,0.024,-0.401,-0.313,0.330,0.393,0.060,0.097
2.130,932.509,91.005,86.867,940.958,0.872,0.034,0.025,1998.122,-18.179,-20157.116,0.000,0.024,-0.401,-0.313,0.330,0.393,0.060,0.097
2.140,932.509,91.084,86.884,940.967,0.867,0.034,0.025,2007.483,-18.019,-20158.054,0.000,0.025,-0.401,-0.313,0.330,0.394,0.061,0.097
2.150,932.509,91.161,86.899,940.976,0.863,0.034,0.025,2016.845,-17.851,-20158.990,0.000,0.025,-0.401,-0.313,0.330,0.394,0.061,0.097
2.160,932.509,91.236,86.912,940.984,0.858,0.035,0.025,2026.206,-17.676,-20159.925,0.000,0.025,-0.401,-0.313,0.330,0.394,0.061,0.097
2.170,932.509,91.308,86.923,940.992,0.854,0.035,0.025,2035.568,-17.493,-20160.860,0.000,0.025,-0.401,-0.313,0.330,0.394,0.061,0.097
2.180,932.509,91.378,86.932,941.000,0.849,0.035,0.026,2044.929,-17.303,-20161.793,0.000,0.025,-0.401,-0.312,0.330,0.394,0.061,0.097
2.190,932.509,91.447,86.939,941.007,0.845,0.035,0.026,2054.291,-17.106,-20162.726,0.000,0.025,-0.401,-0.312,0.330,0.394,0.061,0.097
2.200,932.509,91.513,86.943,941.014,0.841,0.035,0.026,2063.653,-16.901,-20163.657,0.000,0.025,-0.401,-0.312,0.329,0.395,0.061,0.097
2.210,932.509,91.577,86.946,941.020,0.836,0.036,0.026,2073.015,-16.689,-20164.587,0.000,0.025,-0.401,-0.312,0.329,0.395,0.061,0.097
2.220,932.509,91.640,86.946,941.026,0.832,0.036,0.026,2082.376,-16.469,-20165.516,0.000,0.025,-0.401,-0.312,0.329,0.395,0.061,0.098
2.230,932.509,91.700,86.945,941.032,0.827,0.036,0.026,2091.738,-16.242,-20166.444,0.000,0.026,-0.401,-0.312,0.329,0.395,0.061,0.098
2.240,932.509,91.759,86.941,941.038,0.822,0.036,0.026,2101.100,-16.008,-20167.371,0.000,0.026,-0.401,-0.312,0.329,0.395,0.061,0.098
2.250,932.509,91.815,86.936,941.043,0.818,0.036,0.027,2110.461,-15.766,-20168.296,0.000,0.026,-0.401,-0.311,0.329,0.395,0.061,0.098
2.260,932.509,91.870,86.929,941.047,0.813,0.036,0.027,2119.823,-15.517,-20169.220,0.000,0.026,-0.401,-0.311,0.329,0.396,0.061,0.098
2.270,932.509,91.923,86.920,941.052,0.809,0.037,0.027,2129.185,-15.261,-20170.143,0.000,0.026,-0.401,-0.311,0.329,0.396,0.061,0.098
2.280,932.509,91.975,86.909,941.056,0.804,0.037,0.027,2138.546,-14.997,-20171.064,0.000,0.026,-0.401,-0.311,0.329,0.396,0.061,0.098
2.290,932.509,92.024,86.896,941.059,0.800,0.037,0.027,2147.908,-14.726,-20171.984,0.000,0.026,-0.401,-0.311,0.329,0.396,0.061,0.098
2.300,932.509,92.072,86.881,941.063,0.795,0.037,0.027,2157.270,-14.448,-20172.903,0.000,0.026,-0.401,-0.311,0.329,0.396,0.061,0.098
2.310,932.509,92.119,86.865,941.066,0.791,0.037,0.027,2166.631,-14.162,-20173.820,0.000,0.026,-0.401,-0.310,0.329,0.396,0.060,0.098
2.320,932.509,92.164,86.847,941.068,0.786,0.037,0.027,2175.993,-13.870,-20174.735,0.000,0.027,-0.401,-0.310,0.329,0.396,0.060,0.098
2.330,932.509,92.207,86.827,941.071,0.782,0.038,0.028,2185.354,-13.570,-20175.649,0.000,0.027,-0.401,-0.310,0.329,0.397,0.060,0.098
2.340,932.509,92.248,86.805,941.073,0.777,0.038,0.028,2194.715,-13.262,-20176.561,0.000,0.027,-0.401,-0.310,0.329,0.397,0.060,0.098
2.350,932.509,92.289,86.782,941.075,0.773,0.038,0.028,2204.077,-12.948,-20177.472,0.000,0.027,-0.401,-0.310,0.329,0.397,0.060,0.098
2.360,932.509,92.327,86.757,941.076,0.768,0.038,0.028,2213.438,-12.626,-20178.381,0.000,0.027,-0.401,-0.310,0.329,0.397,0.060,0.098
2.370,932.509,92.365,86.730,941.077,0.764,0.038,0.028,2222.799,-12.297,-20179.288,0.000,0.027,-0.401,-0.310,0.329,0.397,0.060,0.098
2.380,932.509,92.400,86.702,941.078,0.759,0.038,0.028,2232.160,-11.962,-20180.194,0.000,0.027,-0.401,-0.309,0.329,0.397,0.060,0.098
2.390,932.509,92.435,86.672,941.079,0.755,0.039,0.028,2241.521,-11.619,-20181.098,0.000,0.027,-0.401,-0.309,0.329,0.397,0.060,0.098
2.400,932.509,92.468,86.641,941.079,0.750,0.039,0.028,2250.882,-11.269,-20182.000,0.000,0.027,-0.401,-0.309,0.329,0.398,0.060,0.098
2.410,932.509,92.500,86.608,941.079,0.746,0.039,0.028,2260.243,-10.912,-20182.900,0.000,0.028,-0.401,-0.309,0.328,0.398,0.060,0.098
2.420,932.509,92.530,86.574,941.079,0.742,0.039,0.028,2269.604,-10.548,-20183.799,0.000,0.028,-0.401,-0.309,0.328,0.398,0.060,0.098
2.430,932.509,92.559,86.538,941.079,0.737,0.039,0.029,2278.964,-10.177,-20184.695,0.000,0.028,-0.401,-0.309,0.328,0.398,0.060,0.099
2.440,932.509,92.587,86.500,941.078,0.733,0.039,0.029,2288.325,-9.799,-20185.590,0.000,0.028,-0.401,-0.309,0.328,0.398,0.060,0.099
2.450,932.509,92.614,86.462,941.077,0.728,0.039,0.029,2297.685,-9.414,-20186.483,0.000,0.028,-0.401,-0.308,0.328,0.398,0.060,0.099
2.460,932.509,92.640,86.421,941.076,0.724,0.040,0.029,2307.046,-9.022,-20187.373,0.000,0.028,-0.401,-0.308,0.328,0.398,0.060,0.099
2.470,932.509,92.664,86.380,941.075,0.720,0.040,0.029,2316.406,-8.624,-20188.262,0.000,0.028,-0.401,-0.308,0.328,0.398,0.060,0.099
2.480,932.509,92.688,86.337,941.073,0.715,0.040,0.029,2325.766,-8.219,-20189.149,0.000,0.028,-0.401,-0.308,0.328,0.399,0.060,0.099
2.490,932.509,92.710,86.292,941.071,0.711,0.040,0.029,2335.126,-7.807,-20190.034,0.000,0.028,-0.401,-0.308,0.328,0.399,0.060,0.099
2.500,932.509,92.731,86.247,941.069,0.707,0.040,0.029,2344.486,-7.388,-20190.917,0.000,0.029,-0.401,-0.308,0.328,0.399,0.060,0.099
2.510,932.509,92.751,86.200,941.067,0.702,0.040,0.029,2353.845,-6.963,-20191.797,0.000,0.029,-0.401,-0.308,0.328,0.399,0.060,0.099
2.520,932.509,92.770,86.151,941.064,0.698,0.040,0.029,2363.205,-6.531,-20192.676,0.000,0.029,-0.401,-0.307,0.328,0.399,0.060,0.099
2.530,932.509,92.788,86.102,941.061,0.694,0.041,0.029,2372.564,-6.093,-20193.553,0.000,0.029,-0.401,-0.307,0.328,0.399,0.060,0.099
2.540,932.509,92.806,86.051,941.058,0.689,0.041,0.030,2381.924,-5.648,-20194.427,0.000,0.029,-0.401,-0.307,0.328,0.399,0.060,0.099
2.550,932.509,92.822,85.999,941.055,0.685,0.041,0.030,2391.283,-5.196,-20195.299,0.000,0.029,-0.401,-0.307,0.328,0.399,0.060,0.099
2.560,932.509,92.837,85.946,941.052,0.681,0.041,0.030,2400.642,-4.738,-20196.169,0.000,0.029,-0.401,-0.307,0.328,0.399,0.060,0.099
2.570,932.509,92.852,85.892,941.048,0.677,0.041,0.030,2410.001,-4.274,-20197.037,0.000,0.029,-0.401,-0.307,0.328,0.400,0.059,0.099
2.580,932.509,92.865,85.836,941.045,0.673,0.041,0.030,2419.359,-3.803,-20197.903,0.000,0.029,-0.401,-0.307,0.328,0.400,0.059,0.099
2.590,932.509,92.878,85.780,941.041,0.668,0.041,0.030,2428.718,-3.326,-20198.766,0.000,0.029,-0.401,-0.307,0.328,0.400,0.059,0.099
2.600,932.509,92.890,85.722,941.037,0.664,0.041,0.030,2438.076,-2.843,-20199.627,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.610,932.509,92.901,85.663,941.032,0.660,0.041,0.030,2447.435,-2.354,-20200.486,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.620,932.509,92.911,85.604,941.028,0.656,0.042,0.030,2456.793,-1.858,-20201.343,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.630,932.509,92.921,85.543,941.023,0.652,0.042,0.030,2466.151,-1.356,-20202.197,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.640,932.509,92.930,85.481,941.019,0.648,0.042,0.030,2475.508,-0.848,-20203.049,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.650,932.509,92.938,85.418,941.014,0.644,0.042,0.030,2484.866,-0.335,-20203.899,0.000,0.030,-0.401,-0.306,0.328,0.400,0.059,0.099
2.660,932.509,92.945,85.355,941.009,0.640,0.042,0.030,2494.223,0.185,-20204.746,0.000,0.030,-0.401,-0.306,0.328,0.401,0.059,0.099
2.670,932.509,92.952,85.290,941.004,0.636,0.042,0.030,2503.581,0.711,-20205.591,0.000,0.030,-0.401,-0.306,0.328,0.401,0.059,0.099
2.680,932.509,92.958,85.225,940.998,0.632,0.042,0.030,2512.938,1.243,-20206.434,0.000,0.030,-0.401,-0.305,0.328,0.401,0.059,0.099
2.690,932.509,92.964,85.158,940.993,0.628,0.042,0.030,2522.295,1.780,-20207.274,0.000,0.030,-0.401,-0.305,0.328,0.401,0.059,0.099
2.700,932.509,92.969,85.091,940.987,0.624,0.042,0.031,2531.651,2.323,-20208.112,0.000,0.030,-0.401,-0.305,0.328,0.401,0.059,0.099
2.710,932.509,92.973,85.023,940.982,0.620,0.042,0.031,2541.008,2.872,-20208.947,0.000,0.031,-0.401,-0.305,0.328,0.401,0.059,0.099
2.720,932.509,92.977,84.954,940.976,0.616,0.043,0.031,2550.364,3.427,-20209.781,0.000,0.031,-0.401,-0.305,0.328,0.401,0.058,0.099
2.730,932.509,92.980,84.884,940.970,0.612,0.043,0.031,2559.721,3.987,-20210.611,0.000,0.031,-0.401,-0.305,0.328,0.401,0.058,0.099
2.740,932.509,92.982,84.813,940.964,0.609,0.043,0.031,2569.077,4.553,-20211.440,0.000,0.031,-0.401,-0.305,0.328,0.401,0.058,0.099
2.750,932.509,92.985,84.742,940.957,0.605,0.043,0.031,2578.432,5.124,-20212.266,0.000,0.031,-0.401,-0.305,0.328,0.401,0.058,0.099
2.760,932.509,92.986,84.670,940.951,0.601,0.043,0.031,2587.788,5.701,-20213.089,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.770,932.509,92.987,84.597,940.945,0.597,0.043,0.031,2597.144,6.283,-20213.910,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.780,932.509,92.988,84.524,940.938,0.594,0.043,0.031,2606.499,6.871,-20214.729,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.790,932.509,92.988,84.450,940.931,0.590,0.043,0.031,2615.854,7.463,-20215.545,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.800,932.509,92.988,84.375,940.925,0.586,0.043,0.031,2625.209,8.062,-20216.359,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.810,932.509,92.988,84.299,940.918,0.583,0.043,0.031,2634.563,8.665,-20217.171,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.820,932.509,92.987,84.223,940.911,0.579,0.043,0.031,2643.918,9.273,-20217.980,0.000,0.031,-0.401,-0.304,0.328,0.402,0.058,0.099
2.830,932.509,92.985,84.146,940.904,0.575,0.043,0.031,2653.272,9.887,-20218.786,0.000,0.032,-0.401,-0.304,0.328,0.402,0.058,0.099
2.840,932.509,92.984,84.069,940.897,0.572,0.043,0.031,2662.626,10.506,-20219.590,0.000,0.032,-0.401,-0.304,0.328,0.402,0.058,0.099
2.850,932.509,92.982,83.991,940.890,0.568,0.043,0.031,2671.980,11.129,-20220.392,0.000,0.032,-0.401,-0.303,0.328,0.402,0.057,0.099
2.860,932.509,92.979,83.913,940.883,0.565,0.044,0.031,2681.334,11.758,-20221.191,0.000,0.032,-0.401,-0.303,0.328,0.402,0.057,0.099
2.870,932.509,92.976,83.834,940.875,0.561,0.044,0.031,2690.687,12.392,-20221.988,0.000,0.032,-0.401,-0.303,0.328,0.402,0.057,0.099
2.880,932.509,92.973,83.755,940.868,0.558,0.044,0.031,2700.041,13.030,-20222.783,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.890,932.509,92.970,83.675,940.860,0.554,0.044,0.031,2709.394,13.673,-20223.575,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.900,932.509,92.967,83.595,940.853,0.551,0.044,0.031,2718.747,14.321,-20224.364,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.910,932.509,92.963,83.514,940.845,0.548,0.044,0.031,2728.100,14.974,-20225.151,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.920,932.509,92.959,83.433,940.838,0.544,0.044,0.031,2737.452,15.631,-20225.936,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.930,932.509,92.954,83.351,940.830,0.541,0.044,0.031,2746.804,16.293,-20226.718,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.940,932.509,92.950,83.269,940.822,0.538,0.044,0.031,2756.157,16.959,-20227.498,0.000,0.032,-0.401,-0.303,0.328,0.403,0.057,0.099
2.950,932.509,92.945,83.187,940.815,0.534,0.044,0.031,2765.509,17.630,-20228.276,0.000,0.032,-0.401,-0.302,0.328,0.403,0.057,0.099
2.960,932.509,92.940,83.104,940.807,0.531,0.044,0.032,2774.860,18.305,-20229.051,0.000,0.032,-0.401,-0.302,0.328,0.403,0.056,0.099
2.970,932.509,92.935,83.021,940.799,0.528,0.044,0.032,2784.212,18.985,-20229.824,0.000,0.033,-0.401,-0.302,0.328,0.403,0.056,0.099
2.980,932.509,92.929,82.938,940.791,0.525,0.044,0.032,2793.563,19.669,-20230.594,0.000,0.033,-0.401,-0.302,0.328,0.403,0.056,0.099
2.990,932.509,92.924,82.854,940.783,0.522,0.044,0.032,2802.914,20.357,-20231.362,0.000,0.033,-0.401,-0.302,0.328,0.403,0.056,0.099
3.000,932.509,92.918,82.770,940.775,0.519,0.044,0.032,2812.265,21.050,-20232.128,0.000,0.033,-0.401,-0.302,0.328,0.403,0.056,0.099
3.010,932.509,92.912,82.686,940.767,0.515,0.044,0.032,2821.616,21.747,-20232.891,0.000,0.033,-0.401,-0.302,0.328,0.403,0.056,0.099
3.020,932.509,92.906,82.601,940.759,0.512,0.044,0.032,2830.966,22.448,-20233.652,0.000,0.033,-0.401,-0.302,0.328,0.404,0.056,0.099
3.030,932.509,92.900,82.517,940.751,0.509,0.044,0.032,2840.317,23.153,-20234.411,0.000,0.033,-0.401,-0.302,0.328,0.404,0.056,0.099
3.040,932.509,92.894,82.432,940.743,0.506,0.044,0.032,2849.667,23.862,-20235.167,0.000,0.033,-0.401,-0.302,0.328,0.404,0.056,0.099
3.050,932.509,92.887,82.347,940.735,0.503,0.044,0.032,2859.017,24.575,-20235.921,0.000,0.033,-0.401,-0.302,0.328,0.404,0.056,0.099
3.060,932.509,92.881,82.261,940.727,0.500,0.044,0.032,2868.367,25.292,-20236.673,0.000,0.033,-0.401,-0.301,0.328,0.404,0.056,0.099
3.070,932.509,92.874,82.176,940.719,0.497,0.044,0.032,2877.716,26.012,-20237.422,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.080,932.509,92.868,82.090,940.711,0.495,0.045,0.032,2887.065,26.737,-20238.169,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.090,932.509,92.861,82.004,940.703,0.492,0.045,0.032,2896.415,27.466,-20238.914,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.100,932.509,92.854,81.919,940.695,0.489,0.045,0.032,2905.764,28.198,-20239.656,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.110,932.509,92.847,81.833,940.686,0.486,0.045,0.032,2915.112,28.934,-20240.397,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.120,932.509,92.841,81.746,940.678,0.483,0.045,0.032,2924.461,29.674,-20241.135,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.130,932.509,92.834,81.660,940.670,0.480,0.045,0.032,2933.809,30.417,-20241.871,0.000,0.033,-0.401,-0.301,0.327,0.404,0.055,0.099
3.140,932.509,92.827,81.574,940.662,0.478,0.045,0.032,2943.157,31.164,-20242.605,0.000,0.034,-0.401,-0.301,0.327,0.404,0.055,0.099
3.150,932.509,92.820,81.488,940.654,0.475,0.045,0.032,2952.505,31.914,-20243.336,0.000,0.034,-0.401,-0.301,0.327,0.404,0.055,0.099
3.160,932.509,92.813,81.401,940.646,0.472,0.045,0.032,2961.853,32.668,-20244.065,0.000,0.034,-0.401,-0.301,0.327,0.404,0.055,0.099
3.170,932.509,92.806,81.315,940.637,0.470,0.045,0.032,2971.201,33.425,-20244.793,0.000,0.034,-0.401,-0.301,0.327,0.404,0.055,0.099
3.180,932.509,92.799,81.229,940.629,0.467,0.045,0.032,2980.548,34.186,-20245.518,0.000,0.034,-0.401,-0.301,0.327,0.405,0.054,0.099
3.190,932.509,92.792,81.143,940.621,0.464,0.045,0.032,2989.895,34.949,-20246.241,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.200,932.509,92.785,81.056,940.613,0.462,0.045,0.032,2999.243,35.717,-20246.961,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.210,932.509,92.778,80.970,940.605,0.459,0.045,0.032,3008.589,36.487,-20247.680,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.220,932.509,92.771,80.884,940.597,0.457,0.045,0.032,3017.936,37.261,-20248.397,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.230,932.509,92.764,80.798,940.589,0.454,0.045,0.032,3027.282,38.038,-20249.111,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.240,932.509,92.757,80.712,940.581,0.452,0.045,0.032,3036.629,38.818,-20249.824,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.250,932.509,92.750,80.626,940.573,0.449,0.045,0.032,3045.975,39.601,-20250.534,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.260,932.509,92.743,80.540,940.565,0.447,0.045,0.032,3055.321,40.387,-20251.243,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.270,932.509,92.737,80.454,940.557,0.445,0.045,0.032,3064.667,41.176,-20251.949,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.280,932.509,92.730,80.368,940.549,0.442,0.045,0.032,3074.012,41.968,-20252.654,0.000,0.034,-0.401,-0.300,0.327,0.405,0.054,0.099
3.290,932.509,92.723,80.283,940.541,0.440,0.045,0.032,3083.357,42.763,-20253.357,0.000,0.034,-0.401,-0.300,0.327,0.405,0.053,0.099
3.300,932.509,92.717,80.197,940.533,0.438,0.045,0.032,3092.703,43.561,-20254.057,0.000,0.034,-0.401,-0.300,0.327,0.405,0.053,0.099
3.310,932.509,92.710,80.112,940.525,0.435,0.045,0.032,3102.048,44.362,-20254.756,0.000,0.034,-0.401,-0.300,0.327,0.405,0.053,0.099
3.320,932.509,92.704,80.027,940.517,0.433,0.045,0.032,3111.393,45.166,-20255.453,0.000,0.034,-0.401,-0.300,0.327,0.405,0.053,0.099
3.330,932.509,92.697,79.942,940.509,0.431,0.045,0.032,3120.737,45.972,-20256.148,0.000,0.034,-0.401,-0.299,0.327,0.405,0.053,0.099
3.340,932.509,92.691,79.858,940.501,0.429,0.045,0.032,3130.082,46.781,-20256.841,0.000,0.034,-0.401,-0.299,0.327,0.405,0.053,0.099
3.350,932.509,92.685,79.773,940.494,0.427,0.045,0.032,3139.426,47.593,-20257.532,0.000,0.034,-0.401,-0.299,0.327,0.405,0.053,0.099
3.360,932.509,92.678,79.689,940.486,0.424,0.045,0.032,3148.770,48.407,-20258.221,0.000,0.034,-0.401,-0.299,0.327,0.405,0.053,0.099
3.370,932.509,92.672,79.605,940.478,0.422,0.045,0.032,3158.114,49.224,-20258.909,0.000,0.035,-0.401,-0.299,0.327,0.405,0.053,0.099
3.380,932.509,92.666,79.521,940.470,0.420,0.045,0.032,3167.458,50.043,-20259.595,0.000,0.035,-0.401,-0.299,0.327,0.405,0.053,0.099
3.390,932.509,92.661,79.438,940.463,0.418,0.045,0.032,3176.802,50.866,-20260.279,0.000,0.035,-0.401,-0.299,0.327,0.406,0.053,0.099
